ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Predicted_Delay,Delay_Confidence_%
5023,D,Ship,6,4,275,4,low,F,3,1182,0,No,47.9
5024,F,Ship,6,5,274,4,low,M,6,1066,0,No,45.7
5025,A,Ship,7,2,310,4,low,F,7,1294,0,No,46.8
5026,B,Ship,6,5,292,4,low,M,4,1762,1,No,46.4
5027,C,Ship,6,3,256,5,low,F,1,1980,0,No,47.0
5028,F,Ship,7,4,295,4,low,M,5,1239,0,No,46.8
5029,D,Ship,3,5,149,2,medium,M,5,1023,0,Yes,81.7
5030,F,Ship,6,5,294,4,medium,F,2,1273,1,No,48.3
5031,A,Ship,6,3,281,4,medium,F,7,1599,1,No,46.5
5032,B,Ship,6,4,294,4,medium,M,6,1112,0,No,45.7
5033,C,Ship,6,5,249,4,low,F,8,1274,0,No,46.3
5034,F,Ship,6,5,276,4,medium,F,6,1005,1,No,42.0
5035,D,Ship,7,5,284,4,medium,F,8,1148,1,No,47.1
5036,F,Ship,4,5,134,3,low,F,1,1008,0,Yes,80.3
5037,A,Ship,6,3,271,4,medium,F,1,1733,0,No,48.3
5038,B,Ship,6,2,244,4,medium,F,1,1406,1,No,48.3
5039,C,Ship,6,1,264,4,low,M,10,1960,0,No,45.1
5040,F,Ship,6,5,275,4,low,M,8,1553,1,No,46.2
5041,D,Ship,7,3,310,4,medium,F,7,1989,0,No,47.1
5042,F,Ship,6,2,301,5,medium,F,3,1586,0,No,47.9
5043,A,Road,6,3,247,4,medium,F,9,1011,0,No,41.8
5044,B,Road,4,2,224,2,low,M,9,5603,1,No,42.4
5045,C,Road,3,5,242,2,low,F,6,5635,0,No,42.4
5046,F,Road,4,1,145,2,low,F,2,5209,0,No,43.0
5047,D,Road,4,1,150,2,low,M,5,4140,0,No,41.4
5048,F,Road,4,4,266,3,low,M,4,5905,0,No,43.4
5049,A,Road,5,1,260,2,low,M,4,5580,0,No,44.1
5050,B,Road,4,1,259,3,medium,M,5,4435,1,No,43.7
5051,C,Road,4,3,192,3,low,F,10,4068,0,Yes,51.9
5052,F,Road,3,1,149,3,medium,M,5,4805,1,No,43.8
5053,D,Road,4,1,133,2,medium,M,1,5274,1,No,44.5
5054,F,Road,4,4,145,3,medium,F,3,5424,1,No,43.2
5055,A,Road,3,4,186,3,high,M,1,5922,1,No,46.6
5056,B,Road,5,3,267,3,medium,F,8,5786,1,No,46.2
5057,C,Road,3,3,157,4,medium,F,2,5684,0,No,40.9
5058,F,Road,4,2,174,3,low,F,3,5920,0,No,43.6
5059,D,Road,4,4,216,2,low,F,4,5984,0,No,42.7
5060,F,Road,4,3,143,3,low,F,2,4693,0,No,43.6
5061,A,Road,5,1,135,3,low,M,3,4939,1,No,45.3
5062,B,Road,4,2,222,3,low,M,4,5919,0,No,43.4
5063,C,Road,6,2,140,2,high,M,1,4053,0,No,49.0
5064,F,Road,4,2,209,2,medium,F,9,5131,0,No,42.4
5065,D,Flight,3,5,162,2,low,M,4,4495,0,No,42.7
5066,F,Flight,5,2,152,4,medium,M,6,5596,0,No,41.3
5067,A,Flight,4,2,236,3,medium,M,9,4725,0,No,43.3
5068,B,Flight,4,5,192,4,low,F,10,4691,0,No,40.2
5069,C,Flight,5,2,233,3,high,F,4,4140,0,No,44.0
5070,F,Flight,3,5,156,3,medium,F,2,4190,1,No,44.9
5071,D,Flight,5,1,257,3,medium,M,7,4133,0,No,45.1
5072,F,Flight,4,5,228,4,low,M,4,4750,0,No,41.5
5073,A,Flight,5,1,262,2,high,M,9,5008,0,No,43.2
5074,B,Flight,3,1,203,2,low,M,2,4647,1,No,43.5
5075,C,Flight,4,5,217,4,medium,F,3,5966,0,No,45.1
5076,F,Flight,3,1,197,5,medium,F,6,5919,0,No,46.1
5077,D,Flight,3,5,217,3,low,M,9,4306,0,No,43.9
5078,F,Flight,3,2,200,4,medium,F,4,4918,0,No,41.6
5079,A,Flight,4,3,181,3,medium,M,10,4541,1,No,42.9
5080,B,Flight,4,1,212,3,low,M,2,4353,1,No,43.7
5081,C,Flight,5,3,217,2,low,F,4,5588,0,No,44.1
5082,F,Flight,5,4,240,4,medium,F,2,5215,0,No,42.4
5083,D,Flight,3,1,161,3,low,M,9,4865,1,No,43.3
5084,F,Flight,3,4,157,3,medium,F,6,5611,0,No,43.2
5085,A,Flight,4,5,133,3,medium,M,4,5180,1,No,43.1
5086,B,Flight,4,3,138,3,low,F,2,5593,0,No,43.3
5087,C,Ship,4,3,158,3,high,M,1,5089,1,No,44.7
5088,F,Ship,5,2,243,3,high,M,2,5734,1,No,46.6
5089,D,Ship,3,2,189,3,medium,M,2,4718,0,No,43.9
5090,F,Ship,2,4,272,2,medium,M,4,4632,0,No,40.5
5091,A,Ship,4,4,168,3,low,M,6,5488,1,No,43.1
5092,B,Ship,4,4,157,3,medium,F,10,5041,1,No,43.1
5093,C,Ship,3,5,217,2,medium,F,6,5182,0,No,42.4
5094,F,Ship,5,3,237,4,low,F,8,5432,0,No,42.6
5095,D,Ship,4,3,133,2,low,M,9,4145,0,No,41.2
5096,F,Ship,3,4,243,2,medium,M,1,5840,1,No,45.8
5097,A,Ship,5,3,273,4,medium,M,2,4186,1,No,42.9
5098,B,Ship,5,4,202,5,low,F,6,5230,1,No,41.6
5099,C,Ship,5,5,240,2,low,F,7,4409,1,No,45.5
5100,F,Ship,3,5,275,3,low,M,6,5148,0,No,43.4
5101,D,Ship,3,5,274,3,medium,M,5,4710,1,No,43.8
5102,F,Ship,4,3,272,3,low,F,4,5654,0,No,43.0
5103,A,Ship,2,4,126,5,medium,M,2,5461,0,No,40.1
5104,B,Ship,5,3,215,2,medium,F,10,5194,1,No,43.0
5105,C,Ship,2,5,175,5,low,F,8,4269,0,No,41.2
5106,F,Ship,4,3,149,6,medium,M,5,5456,1,No,42.1
5107,D,Ship,6,1,145,3,medium,F,1,4346,1,No,47.1
5108,F,Ship,6,1,257,4,medium,F,3,5656,1,No,43.0
5109,A,Ship,4,3,136,3,medium,M,10,4299,1,No,43.9
5110,B,Ship,5,3,163,6,low,M,6,4349,0,No,41.7
5111,C,Ship,3,4,256,3,low,M,7,5013,1,No,43.5
5112,F,Ship,3,3,141,3,low,F,7,4954,1,No,43.5
5113,D,Ship,4,3,196,2,medium,F,4,4203,1,No,43.5
5114,F,Ship,5,4,154,2,low,F,5,5528,0,No,43.9
5115,A,Ship,5,3,197,3,medium,F,2,4678,1,No,45.6
5116,B,Ship,3,2,207,3,medium,F,1,4369,0,No,44.8
5117,C,Ship,4,1,258,4,low,M,5,5664,0,No,41.7
5118,F,Ship,3,3,270,3,high,F,7,4690,1,No,43.6
5119,D,Ship,5,2,139,4,low,F,9,5070,1,No,41.5
5120,F,Ship,3,5,197,3,low,M,4,5423,0,No,43.3
5121,A,Ship,5,2,176,3,low,M,9,5656,0,No,44.5
5122,B,Ship,3,1,206,3,medium,M,5,5676,1,No,43.2
5123,C,Ship,4,5,176,4,medium,M,6,5061,0,No,40.9
5124,F,Ship,2,4,208,3,medium,F,6,4226,1,No,43.6
5125,D,Ship,3,3,154,2,medium,F,1,5746,1,No,46.7
5126,F,Ship,2,2,206,5,low,F,7,5203,0,No,41.2
5127,A,Ship,3,5,253,2,low,M,8,5476,1,No,42.7
5128,B,Ship,4,5,270,3,medium,F,2,5272,0,No,43.5
5129,C,Ship,3,3,271,4,high,M,3,4006,1,Yes,67.6
5130,F,Ship,2,1,108,3,low,M,4,5924,1,No,42.8
5131,D,Ship,4,5,172,2,medium,M,7,4559,0,No,42.4
5132,F,Ship,5,1,265,3,high,M,5,4951,1,No,45.0
5133,A,Ship,4,4,208,5,medium,F,7,5401,0,No,42.1
5134,B,Ship,4,5,261,3,high,M,3,4885,1,No,43.5
5135,C,Ship,4,4,197,2,medium,F,1,5211,0,No,44.3
5136,F,Ship,4,4,240,2,medium,F,4,5101,0,No,42.8
5137,D,Ship,4,1,273,4,low,M,1,4857,0,No,42.1
5138,F,Ship,3,5,180,2,medium,M,1,5940,1,No,47.0
5139,A,Ship,4,2,136,2,medium,F,7,4305,1,No,43.7
5140,B,Ship,3,4,222,6,medium,F,10,4579,1,No,40.8
5141,C,Ship,4,5,231,4,medium,M,9,5528,0,No,41.3
5142,F,Ship,4,5,240,5,low,M,8,4558,0,No,41.6
5143,D,Ship,4,1,152,3,low,M,10,5974,0,No,40.5
5144,F,Ship,5,2,206,2,medium,F,2,5627,1,No,44.3
5145,A,Ship,2,3,274,4,medium,F,10,4798,1,No,38.7
5146,B,Ship,5,4,97,6,high,M,7,5509,1,No,42.9
5147,C,Ship,3,4,243,4,medium,F,10,4076,0,No,45.7
5148,F,Ship,3,4,106,6,medium,F,7,4621,0,No,41.7
5149,D,Ship,5,3,241,3,low,F,2,5587,1,No,45.1
5150,F,Ship,3,1,217,4,medium,F,1,5761,1,No,45.3
5151,A,Ship,4,1,241,4,medium,M,5,5080,0,No,41.3
5152,B,Ship,4,3,213,3,low,M,6,5447,0,No,43.1
5153,C,Ship,3,1,134,3,medium,M,10,4200,0,No,43.0
5154,F,Ship,3,4,162,2,medium,F,8,4972,0,No,42.7
5155,D,Ship,2,4,193,4,low,M,7,5552,1,No,40.5
5156,F,Ship,4,3,138,2,medium,M,9,5297,1,No,42.4
5157,A,Ship,5,4,181,5,medium,M,2,5324,0,No,42.3
5158,B,Ship,4,2,274,2,low,M,10,4361,0,No,42.5
5159,C,Ship,4,3,254,2,high,F,3,4930,0,No,42.9
5160,F,Ship,5,2,196,5,low,M,10,5111,0,No,41.4
5161,D,Ship,4,2,157,4,low,F,6,4964,0,No,40.9
5162,F,Ship,4,3,130,3,medium,F,3,4317,0,No,44.4
5163,A,Ship,3,3,273,2,medium,F,7,5491,0,No,42.6
5164,B,Ship,4,5,154,3,medium,F,9,5489,1,No,43.8
5165,C,Ship,4,2,166,3,medium,F,8,4758,0,No,43.6
5166,F,Ship,5,5,171,3,low,M,8,4227,0,No,46.7
5167,D,Ship,5,4,177,2,low,M,2,5618,1,No,44.5
5168,F,Ship,2,5,195,3,low,M,3,5785,0,No,43.4
5169,A,Ship,5,4,269,2,low,F,9,5517,0,No,43.6
5170,B,Ship,4,1,196,3,low,M,4,4634,1,No,43.2
5171,C,Ship,3,1,244,3,high,M,7,5140,1,No,43.5
5172,F,Ship,3,3,137,3,medium,M,1,5490,1,No,44.8
5173,D,Ship,3,2,201,3,high,M,6,5165,1,No,43.4
5174,F,Ship,3,3,211,3,medium,M,7,5185,0,No,43.2
5175,A,Ship,5,3,266,3,medium,F,4,4195,0,No,45.8
5176,B,Ship,5,3,222,2,low,F,2,5953,1,No,45.9
5177,C,Ship,5,4,241,4,high,M,6,4412,1,No,41.7
5178,F,Ship,3,2,226,4,medium,F,8,5225,0,No,42.4
5179,D,Ship,3,5,254,3,medium,M,3,4072,0,No,49.4
5180,F,Road,4,5,222,3,medium,F,8,4950,0,No,43.5
5181,A,Road,4,4,148,3,medium,F,5,4892,0,No,43.3
5182,B,Road,4,3,194,3,medium,M,3,5916,1,No,43.6
5183,C,Road,4,1,177,2,high,F,7,5599,1,No,42.7
5184,F,Road,2,2,150,3,low,F,6,5854,1,No,40.1
5185,D,Road,3,2,111,2,low,F,4,4245,1,No,43.4
5186,F,Road,5,4,172,3,low,F,3,5064,1,No,45.3
5187,A,Road,4,5,234,3,low,M,3,5438,0,No,43.2
5188,B,Road,5,5,257,4,medium,M,10,5180,1,No,41.2
5189,C,Road,3,1,221,3,high,M,3,5005,1,No,43.6
5190,F,Road,5,1,171,5,medium,F,8,4699,0,No,42.3
5191,D,Road,4,4,231,2,low,F,4,5825,0,No,42.2
5192,F,Road,5,5,187,4,medium,F,9,5326,0,No,41.8
5193,A,Road,5,4,233,3,low,M,8,5076,1,No,45.0
5194,B,Road,4,4,268,6,medium,F,3,4834,0,No,41.6
5195,C,Road,4,2,262,3,low,F,9,4941,0,No,43.2
5196,F,Road,3,4,284,10,low,M,8,4562,1,No,41.7
5197,D,Road,3,3,259,3,medium,F,5,4664,0,No,43.8
5198,F,Road,3,1,221,10,medium,M,10,5473,0,No,41.0
5199,A,Road,5,5,271,4,high,F,6,4547,1,No,41.0
5200,B,Road,5,4,249,3,high,F,2,4397,1,No,46.0
5201,C,Road,5,5,259,3,medium,F,5,4315,0,No,46.1
5202,F,Flight,3,1,176,3,low,M,5,5316,1,No,43.2
5203,D,Flight,4,1,139,3,low,M,6,4942,1,No,43.3
5204,F,Flight,3,4,243,3,medium,F,8,4959,0,No,43.5
5205,A,Flight,5,2,248,3,medium,M,5,5946,0,No,45.1
5206,B,Flight,3,5,247,3,low,F,4,5891,1,No,43.3
5207,C,Flight,5,5,230,10,high,M,10,5619,1,No,43.0
5208,F,Flight,5,3,134,3,high,M,8,5016,0,No,45.0
5209,D,Flight,4,1,184,3,low,F,8,4667,0,No,43.6
5210,F,Flight,4,5,263,3,medium,F,6,5445,0,No,43.1
5211,A,Flight,5,4,121,5,high,F,4,4814,0,No,42.0
5212,B,Flight,3,2,160,3,medium,M,3,5807,0,No,45.0
5213,C,Flight,4,2,229,4,medium,M,3,5340,0,No,41.1
5214,F,Flight,7,3,306,4,medium,M,4,1739,1,No,47.1
5215,D,Flight,6,2,291,4,low,M,8,1019,0,No,42.3
5216,F,Flight,6,4,292,4,low,F,10,1321,1,No,45.8
5217,A,Flight,6,2,293,5,low,M,2,1494,0,No,48.3
5218,B,Flight,6,4,275,4,low,M,9,1585,0,No,45.4
5219,C,Flight,6,3,274,4,low,M,2,1833,1,No,48.3
5220,F,Flight,7,5,310,4,low,F,5,1975,0,No,46.1
5221,D,Flight,6,3,292,4,low,F,10,1270,0,No,45.9
5222,F,Flight,6,5,256,5,low,M,10,1686,0,No,45.9
5223,A,Flight,4,5,234,3,low,M,5,5213,0,No,43.2
5224,B,Ship,5,1,257,4,medium,M,1,4924,0,No,42.9
5225,C,Ship,3,1,221,3,high,M,1,4948,0,No,44.9
5226,F,Ship,5,1,171,5,medium,F,2,5921,1,No,49.3
5227,D,Ship,4,1,231,2,low,F,1,5917,1,No,46.7
5228,F,Ship,5,1,187,4,medium,F,8,5164,0,No,42.5
5229,A,Ship,5,1,233,3,low,M,10,5289,0,No,44.1
5230,B,Ship,4,2,268,6,medium,M,2,4348,0,No,41.4
5231,C,Ship,4,3,262,3,low,M,9,4404,1,No,43.7
5232,F,Ship,3,4,284,10,low,M,5,5479,0,No,43.4
5233,D,Ship,3,3,259,3,medium,F,4,4259,0,No,44.0
5234,F,Ship,3,5,221,10,medium,F,7,5743,1,No,44.9
5235,A,Ship,5,5,271,4,high,M,10,4305,1,No,41.2
5236,B,Ship,5,2,249,3,high,F,8,5000,1,No,45.0
5237,C,Ship,5,5,259,3,medium,F,1,4608,0,No,45.9
5238,F,Ship,3,1,176,3,low,F,7,4276,0,No,44.8
5239,D,Ship,4,1,139,3,low,F,1,5502,1,No,44.4
5240,F,Ship,3,1,243,3,medium,F,2,5827,1,No,43.8
5241,A,Ship,5,3,248,3,medium,M,10,5567,1,No,43.9
5242,B,Ship,3,4,247,3,low,M,6,4873,0,No,43.4
5243,C,Ship,5,5,230,10,high,F,3,5391,0,No,41.9
5244,F,Ship,5,5,134,3,high,F,5,5783,1,No,46.3
5245,D,Ship,4,2,184,3,low,M,10,4931,0,No,43.1
5246,F,Ship,4,4,263,3,medium,M,10,4680,0,No,43.2
5247,A,Ship,5,2,121,5,high,F,4,5833,0,No,41.4
5248,B,Ship,3,1,160,3,medium,F,4,5132,0,No,43.5
5249,C,Ship,4,1,229,4,medium,F,2,5378,1,No,41.4
5250,F,Ship,7,5,306,4,medium,F,2,1281,0,No,48.8
5251,D,Ship,6,2,291,4,low,F,7,1046,0,No,46.8
5252,F,Ship,6,4,292,4,low,M,9,1056,1,No,46.8
5253,A,Ship,6,5,293,5,low,F,1,1278,0,No,48.1
5254,B,Ship,6,4,275,4,low,M,10,1266,1,No,45.9
5255,C,Ship,6,3,274,4,low,M,10,1174,0,No,46.2
5256,F,Ship,7,2,310,4,low,M,4,1806,0,No,47.0
5257,D,Ship,6,5,292,4,low,F,10,1969,1,No,44.6
5258,F,Ship,6,1,275,4,low,F,5,1228,0,No,46.4
5259,A,Ship,7,3,310,4,medium,M,8,1860,1,No,47.4
5260,B,Ship,7,5,281,4,low,M,8,1987,1,No,47.7
5261,C,Ship,6,5,256,4,low,M,5,1033,1,No,46.5
5262,F,Ship,6,4,304,4,low,F,2,1749,0,No,48.5
5263,D,Ship,6,4,285,4,medium,M,6,1582,0,No,45.6
5264,F,Ship,7,4,283,5,low,M,6,1882,1,No,46.6
5265,A,Ship,6,1,304,4,low,F,4,1236,1,No,46.4
5266,B,Ship,6,3,282,4,medium,M,3,1661,0,No,48.1
5267,C,Ship,6,2,304,5,medium,M,6,1178,1,No,45.6
5268,F,Ship,6,2,301,5,medium,M,3,1844,1,No,47.9
5269,D,Ship,7,2,296,4,low,F,6,1005,1,No,44.9
5270,F,Ship,6,4,264,4,low,M,1,1660,1,No,48.3
5271,A,Ship,6,4,306,4,low,F,6,1461,0,No,45.6
5272,B,Ship,7,4,243,4,medium,F,6,1362,1,No,45.9
5273,C,Ship,6,2,286,4,low,M,9,1418,0,No,45.4
5274,F,Ship,6,2,247,4,medium,M,1,1668,0,No,48.3
5275,D,Ship,7,5,292,5,low,M,5,1932,1,No,47.7
5276,F,Ship,6,2,281,2,medium,F,9,1715,1,Yes,72.4
5277,A,Ship,6,5,294,4,low,M,4,1302,0,No,46.4
5278,B,Ship,5,1,279,4,low,F,3,1499,0,No,47.9
5279,C,Ship,6,4,298,4,medium,M,9,1629,0,No,45.6
5280,F,Ship,6,3,248,4,low,F,6,1997,1,Yes,57.6
5281,D,Ship,6,5,261,4,low,F,3,1217,1,No,47.9
5282,F,Ship,5,2,136,2,low,M,3,1370,0,Yes,77.9
5283,A,Ship,6,3,259,5,medium,F,1,1271,0,No,48.1
5284,B,Ship,6,4,292,4,medium,F,7,1094,1,No,46.5
5285,C,Ship,7,4,305,4,medium,F,6,1873,0,No,46.2
5286,F,Ship,6,2,304,4,low,F,9,1392,0,No,45.4
5287,D,Ship,3,5,218,2,low,M,4,5142,0,No,42.9
5288,F,Ship,4,1,268,3,medium,M,6,4681,1,No,43.4
5289,A,Ship,2,3,110,5,low,M,3,4124,0,No,45.2
5290,B,Ship,4,4,248,3,low,F,1,5198,0,No,44.4
5291,C,Ship,4,3,194,2,medium,M,4,5780,1,No,45.0
5292,F,Ship,5,4,151,2,low,F,10,5643,1,No,43.3
5293,D,Ship,3,2,205,2,low,M,6,4853,0,No,42.6
5294,F,Ship,2,1,275,2,low,F,5,4163,1,No,43.3
5295,A,Ship,5,3,229,2,medium,M,10,5149,0,No,43.2
5296,B,Ship,3,4,169,3,low,F,4,5716,0,No,43.8
5297,C,Ship,3,1,137,5,low,F,8,4980,1,No,42.5
5298,F,Ship,3,2,263,3,medium,F,3,4181,0,No,44.3
5299,D,Ship,5,4,187,3,low,F,1,4181,0,No,47.3
5300,F,Ship,4,3,287,4,low,M,6,5889,0,No,41.5
5301,A,Ship,4,4,134,2,medium,F,5,5230,0,No,42.5
5302,B,Ship,5,4,244,3,medium,F,3,4015,0,Yes,55.2
5303,C,Ship,4,3,229,2,medium,F,8,5868,0,No,41.4
5304,F,Ship,5,1,203,5,medium,M,2,4845,0,No,42.5
5305,D,Ship,4,5,183,2,medium,F,8,4422,0,No,42.8
5306,F,Ship,4,2,146,2,medium,M,4,4348,1,No,42.7
5307,A,Ship,4,4,252,3,medium,M,1,5676,1,No,44.0
5308,B,Ship,3,5,133,3,medium,M,7,4314,0,No,44.6
5309,C,Ship,3,3,207,3,low,M,7,4816,1,No,43.6
5310,F,Ship,3,4,243,3,medium,M,8,5705,1,No,44.0
5311,D,Ship,2,1,219,4,low,M,7,5573,1,No,40.5
5312,F,Ship,3,1,182,2,low,F,3,5510,1,No,42.7
5313,A,Ship,5,5,257,3,medium,F,5,5084,0,No,45.1
5314,B,Ship,4,2,256,4,medium,M,4,5469,0,No,41.1
5315,C,Ship,3,5,181,4,high,F,1,4971,1,No,42.5
5316,F,Ship,3,1,219,3,medium,M,6,4893,1,No,43.4
5317,D,Road,4,3,227,2,low,M,3,4375,0,No,43.0
5318,F,Road,3,5,232,2,high,F,8,5146,0,No,42.7
5319,A,Road,6,4,143,4,medium,M,4,4401,0,No,42.6
5320,B,Road,4,3,274,3,high,F,7,5517,0,No,43.5
5321,C,Road,4,4,186,3,low,F,2,4430,0,No,43.7
5322,F,Road,3,4,273,3,low,M,3,5163,1,No,43.6
5323,D,Road,3,3,199,3,low,M,7,5258,1,No,43.5
5324,F,Road,4,4,238,3,medium,F,5,4724,1,No,43.3
5325,A,Road,4,3,175,3,medium,F,4,5784,0,No,44.9
5326,B,Road,4,2,252,6,medium,M,2,5476,0,No,41.3
5327,C,Road,6,1,250,3,low,M,5,5621,1,No,45.1
5328,F,Road,3,2,254,2,medium,F,10,5608,0,No,42.2
5329,D,Road,2,4,201,2,high,M,2,5115,0,No,40.9
5330,F,Road,5,1,234,3,high,F,9,5548,0,No,44.3
5331,A,Road,4,2,164,4,low,M,2,5008,0,No,41.6
5332,B,Road,4,1,197,3,low,M,2,4326,0,No,43.4
5333,C,Road,4,3,158,4,medium,M,7,4460,0,No,42.0
5334,F,Road,3,2,158,3,medium,M,4,5335,0,No,43.3
5335,D,Road,5,3,111,4,medium,F,8,4575,0,No,42.1
5336,F,Road,5,3,215,3,low,F,2,4731,1,No,45.6
5337,A,Road,6,3,233,3,medium,F,9,4293,1,No,46.4
5338,B,Road,4,4,204,3,medium,M,8,5614,0,No,43.6
5339,C,Flight,2,5,254,2,low,M,10,5718,1,No,42.7
5340,F,Flight,5,1,162,3,medium,F,1,5537,0,No,45.9
5341,D,Flight,4,1,249,5,low,M,9,4396,0,No,41.6
5342,F,Flight,3,2,151,3,low,F,7,5154,1,No,43.5
5343,A,Flight,4,2,243,2,medium,F,6,4573,0,No,42.2
5344,B,Flight,4,2,181,3,low,M,4,5078,0,No,43.4
5345,C,Flight,4,3,241,2,medium,F,4,5942,1,No,42.9
5346,F,Flight,3,3,175,3,low,M,2,5740,1,No,45.4
5347,D,Flight,3,1,191,2,medium,F,10,5073,0,No,42.2
5348,F,Flight,4,5,260,3,high,M,10,4919,0,No,43.1
5349,A,Flight,4,1,263,4,low,M,9,4390,0,No,41.3
5350,B,Flight,4,1,254,2,low,M,10,4230,1,No,42.0
5351,C,Flight,5,5,103,6,medium,F,2,4860,0,No,41.9
5352,F,Flight,5,2,254,5,medium,F,2,5655,1,No,43.1
5353,D,Flight,5,4,235,2,medium,M,9,5549,0,No,43.0
5354,F,Flight,4,3,167,3,medium,F,1,4621,1,No,44.5
5355,A,Flight,4,5,140,5,medium,F,3,4191,1,No,40.7
5356,B,Flight,4,1,231,3,medium,M,2,4940,0,No,43.6
5357,C,Flight,2,4,144,4,low,F,8,5760,1,No,41.8
5358,F,Flight,4,5,183,2,medium,F,2,4533,1,No,43.0
5359,D,Flight,4,3,149,3,low,F,3,5542,0,No,43.2
5360,F,Flight,4,4,145,2,medium,M,8,5645,1,No,42.7
5361,A,Ship,3,3,223,3,medium,F,4,5062,1,No,43.5
5362,B,Ship,4,2,251,2,low,F,10,4898,1,No,42.3
5363,C,Ship,4,2,240,3,medium,M,9,5170,1,No,43.3
5364,F,Ship,4,5,226,5,low,F,5,4833,0,No,41.5
5365,D,Ship,4,1,200,2,low,M,5,5072,1,No,42.6
5366,F,Ship,3,4,213,3,high,F,4,5996,0,Yes,50.7
5367,A,Ship,3,4,166,2,low,F,10,5258,0,No,42.3
5368,B,Ship,5,2,203,6,medium,F,7,5289,0,No,42.9
5369,C,Ship,3,4,175,2,medium,M,9,5643,1,No,42.3
5370,F,Ship,4,2,197,3,low,F,6,5826,0,No,42.3
5371,D,Ship,4,1,158,3,medium,M,5,5782,0,No,44.6
5372,F,Ship,4,2,257,2,low,M,7,5325,1,No,42.7
5373,A,Ship,3,1,183,2,medium,F,3,4042,0,Yes,53.2
5374,B,Ship,3,3,254,2,medium,M,8,4890,1,No,42.7
5375,C,Ship,3,1,219,2,medium,F,10,4390,1,No,42.4
5376,F,Ship,3,5,271,4,low,M,3,5831,1,No,42.4
5377,D,Ship,4,4,236,2,medium,F,5,5266,0,No,42.5
5378,F,Ship,5,1,170,4,high,M,6,5258,1,No,41.5
5379,A,Ship,5,4,203,2,high,F,2,4190,1,No,45.1
5380,B,Ship,3,5,258,3,low,M,5,4314,1,No,44.6
5381,C,Ship,4,5,228,2,low,F,4,4783,1,No,42.9
5382,F,Ship,6,3,251,5,medium,M,8,4877,0,No,42.9
5383,D,Ship,3,3,166,2,medium,M,4,4254,1,No,43.0
5384,F,Ship,3,5,147,3,low,F,4,5042,0,No,43.5
5385,A,Ship,5,4,248,4,medium,F,5,4271,1,No,41.8
5386,B,Ship,3,2,238,4,low,F,7,5254,0,No,42.4
5387,C,Ship,4,4,219,2,medium,M,7,4604,0,No,42.1
5388,F,Ship,5,2,226,3,medium,M,6,4700,1,No,45.5
5389,D,Ship,3,3,211,4,low,M,7,4733,0,No,42.5
5390,F,Ship,5,4,139,3,medium,F,6,5721,0,No,45.8
5391,A,Ship,4,2,137,2,medium,F,2,5804,1,No,45.7
5392,B,Ship,4,4,222,2,medium,M,7,4343,0,No,42.9
5393,C,Ship,2,3,257,2,low,F,1,5331,1,No,41.8
5394,F,Ship,5,1,186,4,medium,M,5,5239,0,No,41.8
5395,D,Ship,4,2,262,3,low,M,4,5085,0,No,43.4
5396,F,Ship,4,3,248,3,low,M,5,4781,1,No,43.3
5397,A,Ship,5,3,245,3,medium,F,5,5663,0,No,44.9
5398,B,Ship,5,3,202,4,low,M,6,5107,0,No,41.5
5399,C,Ship,4,3,279,6,medium,M,2,5405,0,No,41.3
5400,F,Ship,5,1,263,3,medium,M,6,4505,1,No,46.0
5401,D,Ship,3,5,227,4,low,F,9,4647,0,No,41.3
5402,F,Ship,5,3,245,4,high,M,8,4129,1,No,44.5
5403,A,Ship,4,5,142,2,medium,F,7,4594,1,No,42.1
5404,B,Ship,5,3,192,3,medium,F,6,4037,1,Yes,57.8
5405,C,Ship,4,3,190,4,medium,M,4,4102,1,No,47.7
5406,F,Ship,2,2,146,4,low,M,4,5817,0,No,39.1
5407,D,Ship,4,3,161,2,medium,M,3,4391,1,No,43.0
5408,F,Ship,3,3,192,3,low,F,1,4180,1,No,46.5
5409,A,Ship,3,1,267,3,low,M,5,5528,0,No,43.2
5410,B,Ship,5,5,186,4,medium,F,9,5592,1,No,42.1
5411,C,Ship,4,2,149,5,medium,F,8,4209,0,No,41.0
5412,F,Ship,4,4,246,3,low,M,2,5473,1,No,43.3
5413,D,Ship,3,2,177,4,low,F,3,5527,0,No,41.5
5414,F,Ship,4,5,199,2,low,F,8,4463,0,No,42.7
5415,A,Ship,5,2,247,3,medium,F,3,4698,1,No,45.4
5416,B,Ship,4,5,157,3,medium,F,2,4343,1,No,43.4
5417,C,Ship,3,1,202,3,medium,F,9,4322,0,No,44.4
5418,F,Ship,4,2,150,3,low,M,6,5787,1,No,44.6
5419,D,Ship,5,5,209,2,low,F,3,4348,0,No,44.5
5420,F,Ship,5,3,223,3,low,M,6,5977,0,No,44.5
5421,A,Ship,3,3,234,3,low,F,8,4839,1,No,43.6
5422,B,Ship,6,1,147,3,medium,F,5,4012,0,Yes,65.6
5423,C,Ship,6,5,201,5,medium,M,3,5771,0,No,44.2
5424,F,Ship,5,3,134,2,low,M,10,5279,1,No,43.2
5425,D,Ship,4,1,229,4,low,F,3,4352,1,No,41.5
5426,F,Ship,4,4,200,4,low,F,3,5583,1,No,41.1
